Business Name,Category,Lead Score,Rating,Phone,Website,Website Link,Email,LinkedIn,Facebook,Instagram,Twitter,Address,Maps
Zion - A Luxurious Hotel,,120,4.6,080 4698 8888,,,,,,,,"31, WH Hanumanthappa Rd, Gandhi Nagar, Bengaluru, Karnataka 560009","=HYPERLINK(""https://www.google.com/maps/place/Zion+-+A+Luxurious+Hotel/data=!4m10!3m9!1s0x3bae17b5462b3335:0x8270466a56261062!5m2!4m1!1i2!8m2!3d12.9796719!4d77.5768697!16s%2Fg%2F11s2jcfxtg!19sChIJNTMrRrUXrjsRYhAmVmpGcII?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel Virat Inn,,70,4.9,090353 70505,https://hotelviratinn.bookmystay.io/?utm_source=webShare,"=HYPERLINK(""https://hotelviratinn.bookmystay.io/?utm_source=webShare"", ""Visit Website"")",,,,,,"B"" block, metro station, 767/E, behind Singasandra, Kudlu Gate, AECS Layout, Singasandra, Bengaluru, Karnataka 560114","=HYPERLINK(""https://www.google.com/maps/place/Hotel+Virat+Inn/data=!4m10!3m9!1s0x3bae155ef55458e3:0xfbd7af7c36d14a0a!5m2!4m1!1i2!8m2!3d12.8795506!4d77.6439906!16s%2Fg%2F11v3hbnxjn!19sChIJ41hU9V4VrjsRCkrRNnyv1_s?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel BCP Suites,,140,3.8,099727 27236,,,,,,,,"67, 6th Cross Rd, near Movieland Theatre, behind VRL/SRS travels, Gandhi Nagar, Bengaluru, Karnataka 560009","=HYPERLINK(""https://www.google.com/maps/place/Hotel+BCP+Suites/data=!4m10!3m9!1s0x3bae161057b5bbc9:0x9881876e82f3cbda!5m2!4m1!1i2!8m2!3d12.979699!4d77.5755703!16s%2Fg%2F11bw5zq02y!19sChIJybu1VxAWrjsR2svzgm6HgZg?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"The Hosteller Bangalore, Manyata Tech Park",,20,4.7,098101 87717,https://www.thehosteller.com/hostels/the-hosteller-bangalore-manyata-tech-park/,"=HYPERLINK(""https://www.thehosteller.com/hostels/the-hosteller-bangalore-manyata-tech-park/"", ""Visit Website"")",,https://linkedin.com/company/the-hosteller-hospitality,https://facebook.com/thehosteller,https://instagram.com/thehosteller,https://twitter.com/thehosteller,"54/2 Jogappa Layout, Malur - Byranahalli Rd, Kanaka Nagar, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045","=HYPERLINK(""https://www.google.com/maps/place/The+Hosteller+Bangalore,+Manyata+Tech+Park/data=!4m10!3m9!1s0x3bae176564c0eb67:0x1ec80bf73ea9735a!5m2!4m1!1i2!8m2!3d13.0420647!4d77.6110569!16s%2Fg%2F11w9xmh63t!19sChIJZ-vAZGUXrjsRWnOpPvcLyB4?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"FabHotel Greenwood Xpress - Hotel Near Hal Old Airport Road, Bangalore",,100,4.4,070424 24242,https://www.fabhotels.com/hotels-in-bangalore/fabhotel-greenwood-xpress.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"=HYPERLINK(""https://www.fabhotels.com/hotels-in-bangalore/fabhotel-greenwood-xpress.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic"", ""Visit Website"")","partners@fabhotels.com, jobs@fabhotels.com, bookings@fabhotels.com, feedback@fabhotels.com, travelagents@fabhotels.com, support@fabhotels.com",https://linkedin.com/company/fabhotels-com,https://facebook.com/dialog,https://instagram.com/fabhotels,https://twitter.com/intent,"56/A, near Sri Udupi Park Restaurant, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008","=HYPERLINK(""https://www.google.com/maps/place/FabHotel+Greenwood+Xpress+-+Hotel+Near+Hal+Old+Airport+Road,+Bangalore/data=!4m10!3m9!1s0x3bae151af8cc2923:0x7164e05b61b65021!5m2!4m1!1i2!8m2!3d12.9621416!4d77.6487234!16s%2Fg%2F11tchg2483!19sChIJIynM-BoVrjsRIVC2YVvgZHE?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
MySpace Dhruva Inn,,120,4.2,087924 89070,,,,,,,,"241, 5th Cross, Nagarabhavi Main Rd, 12 Block BDA layout, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072","=HYPERLINK(""https://www.google.com/maps/place/MySpace+Dhruva+Inn/data=!4m10!3m9!1s0x3bae3f88a89e7a27:0xa1ae67f94ff57fd5!5m2!4m1!1i2!8m2!3d12.9601465!4d77.5125951!16s%2Fg%2F11lgdl6019!19sChIJJ3qeqIg_rjsR1X_1T_lnrqE?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel Panchvati Comforts,,10,4.0,091572 98572,https://panchvaticomforts.com/,"=HYPERLINK(""https://panchvaticomforts.com/"", ""Visit Website"")",reservations@panchvaticomforts.com,,https://facebook.com/hotelpanchvaticomforts,https://instagram.com/panchvaticomforts_blr,https://twitter.com/panchvati41211,"No. 253 6 & 7, Vasanthapura Main Rd, off Kanakapura Main Road, near Konanakunte, Cross, ISRO Layout, Bengaluru, Karnataka 560111","=HYPERLINK(""https://www.google.com/maps/place/Hotel+Panchvati+Comforts/data=!4m10!3m9!1s0x3bae3ff83e8ca1b1:0xf54b84a1e3a29ec4!5m2!4m1!1i2!8m2!3d12.8934794!4d77.5584351!16s%2Fg%2F11p736y156!19sChIJsaGMPvg_rjsRxJ6i46GES_U?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"FabHotel Banyan Tree - Hotel in Hal Old Airport Road, Bangalore",,100,4.3,070424 24242,https://www.fabhotels.com/hotels-in-bangalore/fabhotel-banyan-tree.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"=HYPERLINK(""https://www.fabhotels.com/hotels-in-bangalore/fabhotel-banyan-tree.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic"", ""Visit Website"")","partners@fabhotels.com, jobs@fabhotels.com, bookings@fabhotels.com, feedback@fabhotels.com, travelagents@fabhotels.com, support@fabhotels.com",https://linkedin.com/company/fabhotels-com,https://facebook.com/dialog,https://instagram.com/fabhotels,https://twitter.com/intent,"2136, HAL 3rd Stage EXTN, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560008","=HYPERLINK(""https://www.google.com/maps/place/FabHotel+Banyan+Tree+-+Hotel+in+Hal+Old+Airport+Road,+Bangalore/data=!4m10!3m9!1s0x3bae1599e4d96199:0xaec6e8f83a63a814!5m2!4m1!1i2!8m2!3d12.964195!4d77.649488!16s%2Fg%2F11sd3zgdym!19sChIJmWHZ5JkVrjsRFKhjOvjoxq4?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
The Signature Inn,,55,3.8,080 4090 8204,http://www.thesignatureinn.in/,"=HYPERLINK(""http://www.thesignatureinn.in/"", ""Visit Website"")","reservations@thesignatureinn.in, manager@thesignatureinn.in, manager@thesignatureinn.inwhy",,https://facebook.com/the-signature-inn-hotel-bangalore-1787674221494780,,,"479, Old Taluk Cutchery Rd, near Mastaan Dargah, Upparpete, Cottonpete, Bengaluru, Karnataka 560053","=HYPERLINK(""https://www.google.com/maps/place/The+Signature+Inn/data=!4m10!3m9!1s0x3bae1609f4d74cd7:0x7079025d5b3f83a8!5m2!4m1!1i2!8m2!3d12.9731625!4d77.5705502!16s%2Fg%2F12vs56bdc!19sChIJ10zX9AkWrjsRqIM_W10CeXA?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
SM Royal Suites Hotel - near Kempegowda international Airport Bangalore,,70,4.5,096060 99303,http://smroyalsuites.com/,"=HYPERLINK(""http://smroyalsuites.com/"", ""Visit Website"")",,,,,,"#33, NH-7, Vidhyanaga Cross, Kempegowda Int'l Airport Rd, Hunasamaranahalli, Karnataka 562157","=HYPERLINK(""https://www.google.com/maps/place/SM+Royal+Suites+Hotel+-+near+Kempegowda+international+Airport+Bangalore/data=!4m10!3m9!1s0x3bae19101b18d191:0x76185f46c49d17c4!5m2!4m1!1i2!8m2!3d13.1575837!4d77.6256257!16s%2Fg%2F11h1g3b12z!19sChIJkdEYGxAZrjsRxBedxEZfGHY?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
MERRY INN LUXE SUITES,,50,4.7,095133 17597,https://merryinnluxesuites.com/,"=HYPERLINK(""https://merryinnluxesuites.com/"", ""Visit Website"")",book@merryinnluxesuites.com,,,,,"No 03, Brundavan Layout, New International Airport Road, near Decthatlon, opp. to Jio Petrol pump, Chikkajala, Bengaluru, Hunasamaranahalli, Karnataka 562157","=HYPERLINK(""https://www.google.com/maps/place/MERRY+INN+LUXE+SUITES/data=!4m10!3m9!1s0x3bae1f2f79a82a9b:0x327b095c67317645!5m2!4m1!1i2!8m2!3d13.1634977!4d77.6329532!16s%2Fg%2F11mcbmld7j!19sChIJmyqoeS8frjsRRXYxZ1wJezI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"Lemon Tree Hotel, Electronic City, Bangalore",,100,4.2,095133 25208,https://www.lemontreehotels.com/lemon-tree-hotel/bangalore/electronics-city-bangalore?utm_source=Google&utm_medium=GMB,"=HYPERLINK(""https://www.lemontreehotels.com/lemon-tree-hotel/bangalore/electronics-city-bangalore?utm_source=Google&utm_medium=GMB"", ""Visit Website"")",reservations@lemontreehotels.com,,https://facebook.com/lemontreehotelsltd,https://instagram.com/lemontreehotels,https://twitter.com/lemontreehotels,"54B, 55A, Hosur Rd, Electronic City Phase I, Electronic City, Doddathoguru, Karnataka 560100","=HYPERLINK(""https://www.google.com/maps/place/Lemon+Tree+Hotel,+Electronic+City,+Bangalore/data=!4m10!3m9!1s0x3bae6c8406ae960d:0x3e220ca549c2a013!5m2!4m1!1i2!8m2!3d12.840771!4d77.659669!16s%2Fg%2F1tx8rn2q!19sChIJDZauBoRsrjsRE6DCSaUMIj4?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Shoba Tulip,,140,3.9,080 2351 5558,,,,,,,,"No. 57, 1, Kodigehalli Main Rd, near Shanthinikethan School, Bhadrappa Layout, Devinagar, Bengaluru, Karnataka 560094","=HYPERLINK(""https://www.google.com/maps/place/Shoba+Tulip/data=!4m10!3m9!1s0x3bae17f0e5ae4817:0x44c8cc7f38c3952f!5m2!4m1!1i2!8m2!3d13.049163!4d77.575702!16s%2Fg%2F11c67s20ms!19sChIJF0iu5fAXrjsRL5XDOH_MyEQ?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Novotel Bengaluru Outer Ring Road,,70,4.6,080667 05000,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6453&merchantid=seo-maps-IN-6453&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,"=HYPERLINK(""https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6453&merchantid=seo-maps-IN-6453&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps"", ""Visit Website"")",,,,,,"ECOSPACE BUSINESS PARK, Marathahalli - Sarjapur Outer Ring Rd, opp. RMZ, Kariyammana Agrahara, Bellandur, Bengaluru, Karnataka 560103","=HYPERLINK(""https://www.google.com/maps/place/Novotel+Bengaluru+Outer+Ring+Road/data=!4m10!3m9!1s0x3bae13a6c35ad863:0xc9976c935f42f551!5m2!4m1!1i2!8m2!3d12.9300526!4d77.6831049!16s%2Fg%2F1wf208l4!19sChIJY9haw6YTrjsRUfVCX5Nsl8k?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
B R Inn - Bharathi Residency and Inn,,70,4.1,080505 47070,https://brinn.in/,"=HYPERLINK(""https://brinn.in/"", ""Visit Website"")",,,,,,"12 & 17, NGR Layout, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068","=HYPERLINK(""https://www.google.com/maps/place/B+R+Inn+-+Bharathi+Residency+and+Inn/data=!4m10!3m9!1s0x3bae15f1d7d69edf:0x82c235ffd6f0ec9e!5m2!4m1!1i2!8m2!3d12.9126878!4d77.6240727!16s%2Fg%2F11p6681z91!19sChIJ357W1_EVrjsRnuzw1v81woI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel Royal Orchid,,70,4.2,080 4178 3000,https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru,"=HYPERLINK(""https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru"", ""Visit Website"")",,,,,,"1, Golf Avenue, adjoining KGA Golf Course, HAL Old Airport Rd, Domlur, Bengaluru, Karnataka 560071","=HYPERLINK(""https://www.google.com/maps/place/Hotel+Royal+Orchid/data=!4m10!3m9!1s0x3bae1405dbb04b89:0x6ba4a1a96e5ed004!5m2!4m1!1i2!8m2!3d12.957501!4d77.6440962!16s%2Fg%2F11bz0mdf0x!19sChIJiUuw2wUUrjsRBNBebqmhpGs?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Gokulam Grand Hotel & Spa,,100,4.3,080 4300 1000,http://www.gokulamgrandblr.com/,"=HYPERLINK(""http://www.gokulamgrandblr.com/"", ""Visit Website"")",reservation@gokulamgrandblr.com,,https://facebook.com/gokulamgrandbangalore,https://instagram.com/gokulamgrandbangalore,https://twitter.com/gokulamgrandblr,"115, Mangalore - Villupuram Rd, HMR Layout, Gokula Extension, Jalahalli, Bengaluru, Karnataka 560054","=HYPERLINK(""https://www.google.com/maps/place/Gokulam+Grand+Hotel+%26+Spa/data=!4m10!3m9!1s0x3bae3d5a48506bf5:0x56d985c4fdd0b1d5!5m2!4m1!1i2!8m2!3d13.0419644!4d77.5546333!16s%2Fg%2F1tdbjfgq!19sChIJ9WtQSFo9rjsR1bHQ_cSF2VY?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
