Business Name,Category,Lead Score,Rating,Phone,Website,Website Link,Email,LinkedIn,Facebook,Instagram,Twitter,Address,Maps
Hotel BCP Suites,,140,3.8,099727 27236,,,,,,,,"67, 6th Cross Rd, near Movieland Theatre, behind VRL/SRS travels, Gandhi Nagar, Bengaluru, Karnataka 560009","=HYPERLINK(""https://www.google.com/maps/place/Hotel+BCP+Suites/data=!4m10!3m9!1s0x3bae161057b5bbc9:0x9881876e82f3cbda!5m2!4m1!1i2!8m2!3d12.979699!4d77.5755703!16s%2Fg%2F11bw5zq02y!19sChIJybu1VxAWrjsR2svzgm6HgZg?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel Royal Orchid,,70,4.2,080 4178 3000,https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru,"=HYPERLINK(""https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru"", ""Visit Website"")",,,,,,"1, Golf Avenue, adjoining KGA Golf Course, HAL Old Airport Rd, Domlur, Bengaluru, Karnataka 560071","=HYPERLINK(""https://www.google.com/maps/place/Hotel+Royal+Orchid/data=!4m10!3m9!1s0x3bae1405dbb04b89:0x6ba4a1a96e5ed004!5m2!4m1!1i2!8m2!3d12.957501!4d77.6440962!16s%2Fg%2F11bz0mdf0x!19sChIJiUuw2wUUrjsRBNBebqmhpGs?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"Clarks Inn, Near Bangalore Airport",,100,4.4,090358 92379,https://www.theclarkshotels.com/clarks-inn/clarks-inn-bangalore/hotel-overview?utm_source=google&utm_medium=organic,"=HYPERLINK(""https://www.theclarkshotels.com/clarks-inn/clarks-inn-bangalore/hotel-overview?utm_source=google&utm_medium=organic"", ""Visit Website"")","association@theclarkshotels.comhotel, rsm.gurgaon@theclarkshotels.comcontact, rm.east@theclarkshotels.comcontact, rso.punjab@theclarkshotels.comcontact, rso.ahmedabad@theclarkshotels.comcontact, marcom@theclarkshotels.comcontact, centralreservations@theclarkshotels.com, rso.mumbai@theclarkshotels.comcontact, association@theclarkshotels.com, rso.bangalore@theclarkshotels.com, rm.east@theclarkshotels.com, rso.punjab@theclarkshotels.com, marcom@theclarkshotels.com, rso.bangalore@theclarkshotels.comcontact, rso.ahmedabad@theclarkshotels.com, rso.lucknow@theclarkshotels.comcontact, rso.mumbai@theclarkshotels.com, sales@theclarkscollection.comcontact, 122002bookmystay@theclarkshotels.com1800, bookmystay@theclarkshotels.com, rso.lucknow@theclarkshotels.com, sales@theclarkscollection.com, rsm.gurgaon@theclarkshotels.com, centralreservations@theclarkshotels.comhotel",https://linkedin.com/company/theclarkshotelsresorts,https://facebook.com/theclarkshotelsandresorts,https://instagram.com/theclarkshotelsandresorts,,"Hotel Clarks Inn, Prestige Enclave, Cross, Central Telecom Society, Bengaluru, Bettahalsoor, Karnataka 562157","=HYPERLINK(""https://www.google.com/maps/place/Clarks+Inn,+Near+Bangalore+Airport/data=!4m10!3m9!1s0x3bae1f4a94086661:0x65ede1d29ed18da2!5m2!4m1!1i2!8m2!3d13.1562393!4d77.6267096!16s%2Fg%2F11smzjn6mj!19sChIJYWYIlEofrjsRoo3RntLh7WU?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
The Signature Inn,,55,3.8,080 4090 8204,http://www.thesignatureinn.in/,"=HYPERLINK(""http://www.thesignatureinn.in/"", ""Visit Website"")","manager@thesignatureinn.in, reservations@thesignatureinn.in, manager@thesignatureinn.inwhy",,https://facebook.com/the-signature-inn-hotel-bangalore-1787674221494780,,,"479, Old Taluk Cutchery Rd, near Mastaan Dargah, Upparpete, Cottonpete, Bengaluru, Karnataka 560053","=HYPERLINK(""https://www.google.com/maps/place/The+Signature+Inn/data=!4m10!3m9!1s0x3bae1609f4d74cd7:0x7079025d5b3f83a8!5m2!4m1!1i2!8m2!3d12.9731625!4d77.5705502!16s%2Fg%2F12vs56bdc!19sChIJ10zX9AkWrjsRqIM_W10CeXA?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"FabHotel Greenwood Xpress - Hotel Near Hal Old Airport Road, Bangalore",,100,4.4,070424 24242,https://www.fabhotels.com/hotels-in-bangalore/fabhotel-greenwood-xpress.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"=HYPERLINK(""https://www.fabhotels.com/hotels-in-bangalore/fabhotel-greenwood-xpress.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic"", ""Visit Website"")","jobs@fabhotels.com, partners@fabhotels.com, bookings@fabhotels.com, feedback@fabhotels.com, travelagents@fabhotels.com, support@fabhotels.com",https://linkedin.com/company/fabhotels-com,https://facebook.com/dialog,https://instagram.com/fabhotels,https://twitter.com/intent,"56/A, near Sri Udupi Park Restaurant, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008","=HYPERLINK(""https://www.google.com/maps/place/FabHotel+Greenwood+Xpress+-+Hotel+Near+Hal+Old+Airport+Road,+Bangalore/data=!4m10!3m9!1s0x3bae151af8cc2923:0x7164e05b61b65021!5m2!4m1!1i2!8m2!3d12.9621416!4d77.6487234!16s%2Fg%2F11tchg2483!19sChIJIynM-BoVrjsRIVC2YVvgZHE?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"The Hosteller Bangalore, Manyata Tech Park",,20,4.7,098101 87717,https://www.thehosteller.com/hostels/the-hosteller-bangalore-manyata-tech-park/,"=HYPERLINK(""https://www.thehosteller.com/hostels/the-hosteller-bangalore-manyata-tech-park/"", ""Visit Website"")",,https://linkedin.com/company/the-hosteller-hospitality,https://facebook.com/thehosteller,https://instagram.com/thehosteller,https://twitter.com/thehosteller,"54/2 Jogappa Layout, Malur - Byranahalli Rd, Kanaka Nagar, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045","=HYPERLINK(""https://www.google.com/maps/place/The+Hosteller+Bangalore,+Manyata+Tech+Park/data=!4m10!3m9!1s0x3bae176564c0eb67:0x1ec80bf73ea9735a!5m2!4m1!1i2!8m2!3d13.0420647!4d77.6110569!16s%2Fg%2F11w9xmh63t!19sChIJZ-vAZGUXrjsRWnOpPvcLyB4?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"FabHotel Banyan Tree - Hotel in Hal Old Airport Road, Bangalore",,100,4.3,070424 24242,https://www.fabhotels.com/hotels-in-bangalore/fabhotel-banyan-tree.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic,"=HYPERLINK(""https://www.fabhotels.com/hotels-in-bangalore/fabhotel-banyan-tree.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic"", ""Visit Website"")","jobs@fabhotels.com, partners@fabhotels.com, bookings@fabhotels.com, feedback@fabhotels.com, travelagents@fabhotels.com, support@fabhotels.com",https://linkedin.com/company/fabhotels-com,https://facebook.com/dialog,https://instagram.com/fabhotels,https://twitter.com/intent,"2136, HAL 3rd Stage EXTN, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560008","=HYPERLINK(""https://www.google.com/maps/place/FabHotel+Banyan+Tree+-+Hotel+in+Hal+Old+Airport+Road,+Bangalore/data=!4m10!3m9!1s0x3bae1599e4d96199:0xaec6e8f83a63a814!5m2!4m1!1i2!8m2!3d12.964195!4d77.649488!16s%2Fg%2F11sd3zgdym!19sChIJmWHZ5JkVrjsRFKhjOvjoxq4?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Gokulam Grand Hotel & Spa,,100,4.3,080 4300 1000,http://www.gokulamgrandblr.com/,"=HYPERLINK(""http://www.gokulamgrandblr.com/"", ""Visit Website"")",reservation@gokulamgrandblr.com,,https://facebook.com/gokulamgrandbangalore,https://instagram.com/gokulamgrandbangalore,https://twitter.com/gokulamgrandblr,"115, Mangalore - Villupuram Rd, HMR Layout, Gokula Extension, Jalahalli, Bengaluru, Karnataka 560054","=HYPERLINK(""https://www.google.com/maps/place/Gokulam+Grand+Hotel+%26+Spa/data=!4m10!3m9!1s0x3bae3d5a48506bf5:0x56d985c4fdd0b1d5!5m2!4m1!1i2!8m2!3d13.0419644!4d77.5546333!16s%2Fg%2F1tdbjfgq!19sChIJ9WtQSFo9rjsR1bHQ_cSF2VY?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"Purple Brigade, Bangalore",,70,4.0,096063 50750,https://purplebrigade.in/,"=HYPERLINK(""https://purplebrigade.in/"", ""Visit Website"")",,,,,,"No: 27, Rest House Road, Off, Brigade Rd, Bengaluru, Karnataka 560001","=HYPERLINK(""https://www.google.com/maps/place/Purple+Brigade,+Bangalore/data=!4m10!3m9!1s0x3bae167ddfea8843:0xb5d2dca353810834!5m2!4m1!1i2!8m2!3d12.9738876!4d77.6065567!16s%2Fg%2F11f5ly907_!19sChIJQ4jq330WrjsRNAiBU6Pc0rU?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel Virat Inn,,70,4.9,090353 70505,https://hotelviratinn.bookmystay.io/?utm_source=webShare,"=HYPERLINK(""https://hotelviratinn.bookmystay.io/?utm_source=webShare"", ""Visit Website"")",,,,,,"B"" block, metro station, 767/E, behind Singasandra, Kudlu Gate, AECS Layout, Singasandra, Bengaluru, Karnataka 560114","=HYPERLINK(""https://www.google.com/maps/place/Hotel+Virat+Inn/data=!4m10!3m9!1s0x3bae155ef55458e3:0xfbd7af7c36d14a0a!5m2!4m1!1i2!8m2!3d12.8795506!4d77.6439906!16s%2Fg%2F11v3hbnxjn!19sChIJ41hU9V4VrjsRCkrRNnyv1_s?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"Radisson Blu Hotel, Atria Bengaluru",,70,4.4,080 2220 5205,https://www.radissonhotels.com/en-us/hotels/radisson-blu-bengaluru-atria?cid=a:se+b:gmb+c:apac+i:local+e:rdb+d:ind+h:INKABENATR,"=HYPERLINK(""https://www.radissonhotels.com/en-us/hotels/radisson-blu-bengaluru-atria?cid=a:se+b:gmb+c:apac+i:local+e:rdb+d:ind+h:INKABENATR"", ""Visit Website"")",,,,,,"1, Palace Rd, Ambedkar Veedhi, Bengaluru, Karnataka 560001","=HYPERLINK(""https://www.google.com/maps/place/Radisson+Blu+Hotel,+Atria+Bengaluru/data=!4m10!3m9!1s0x3bae166d3d785ec7:0xe216f7625f066e10!5m2!4m1!1i2!8m2!3d12.980235!4d77.586061!16s%2Fg%2F1tls18p_!19sChIJx154PW0WrjsREG4GX2L3FuI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Radisson Hotel Bengaluru City Center,,70,4.4,080 6221 0103,https://www.radissonhotels.com/en-us/hotels/radisson-bengaluru-city-center?cid=a:se+b:gmb+c:apac+i:local+e:rad+d:ind+h:INKABENCTR,"=HYPERLINK(""https://www.radissonhotels.com/en-us/hotels/radisson-bengaluru-city-center?cid=a:se+b:gmb+c:apac+i:local+e:rad+d:ind+h:INKABENCTR"", ""Visit Website"")",,,,,,"2, Gangadhar Chetty Rd, Halasuru, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042","=HYPERLINK(""https://www.google.com/maps/place/Radisson+Hotel+Bengaluru+City+Center/data=!4m10!3m9!1s0x3bae169ad4b91593:0xa2346ad0a509a64a!5m2!4m1!1i2!8m2!3d12.976228!4d77.6195781!16s%2Fg%2F11g1md65_h!19sChIJkxW51JoWrjsRSqYJpdBqNKI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Grand Mercure Bangalore,,70,4.5,080 4512 1212,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7155&merchantid=seo-maps-IN-7155&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,"=HYPERLINK(""https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7155&merchantid=seo-maps-IN-7155&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps"", ""Visit Website"")",,,,,,"12th Main Rd, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034","=HYPERLINK(""https://www.google.com/maps/place/Grand+Mercure+Bangalore/data=!4m10!3m9!1s0x3bae145e9b6fb02b:0x320b03cd74e611e2!5m2!4m1!1i2!8m2!3d12.9289904!4d77.6276781!16s%2Fg%2F1tfkp5jz!19sChIJK7Bvm14UrjsR4hHmdM0DCzI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"Taj Yeshwantpur, Bengaluru",,100,4.5,080669 00111,https://www.tajhotels.com/en-in/hotels/taj-yeshwantpur-bangalore?utm_source=Google&utm_medium=Local&utm_campaign=Taj-Yeshwantpur-Bangalore,"=HYPERLINK(""https://www.tajhotels.com/en-in/hotels/taj-yeshwantpur-bangalore?utm_source=Google&utm_medium=Local&utm_campaign=Taj-Yeshwantpur-Bangalore"", ""Visit Website"")","supportcontacttaj@tajhotels.comwebsite.feedback, contacttaj@tajhotels.com, website.feedback@tajhotels.com, contact1-800-111-825reservations@ihcltata.comcustomer, reservations@ihcltata.com",https://linkedin.com/company/taj-hotels,https://facebook.com/tajhotels,https://instagram.com/tajhotels,https://twitter.com/tajhotels,"2275, Tumkur Rd, Yeshwanthpur Industrial Area, Phase 1, Yeswanthpur, Bengaluru, Karnataka 560022","=HYPERLINK(""https://www.google.com/maps/place/Taj+Yeshwantpur,+Bengaluru/data=!4m10!3m9!1s0x3bae3d6b78323a6d:0x52c990fae2561020!5m2!4m1!1i2!8m2!3d13.0290874!4d77.5407647!16s%2Fg%2F1tdzpkx4!19sChIJbToyeGs9rjsRIBBW4vqQyVI?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
"FabHotel Rotano Grand - Hotel in Marathahalli, Bangalore",,100,4.4,070424 24242,https://www.fabhotels.com/hotels-in-bangalore/fabhotel-rotano-grand-pvvbefmv.html,"=HYPERLINK(""https://www.fabhotels.com/hotels-in-bangalore/fabhotel-rotano-grand-pvvbefmv.html"", ""Visit Website"")","jobs@fabhotels.com, partners@fabhotels.com, bookings@fabhotels.com, feedback@fabhotels.com, travelagents@fabhotels.com, support@fabhotels.com",https://linkedin.com/company/fabhotels-com,https://facebook.com/dialog,https://instagram.com/fabhotels,https://twitter.com/intent,"No.19, Jamia Zahara, Munnekolalu Road, Lakshmi Layout, Gandhi Nagar, Marathahalli, Bengaluru, Karnataka 560037","=HYPERLINK(""https://www.google.com/maps/place/FabHotel+Rotano+Grand+-+Hotel+in+Marathahalli,+Bangalore/data=!4m10!3m9!1s0x3bae13ba3be21815:0x4f5a5262911ae0cd!5m2!4m1!1i2!8m2!3d12.955776!4d77.708389!16s%2Fg%2F11k50n5t4q!19sChIJFRjiO7oTrjsRzeAakWJSWk8?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
ibis Bengaluru Hosur Road,,70,4.4,080 4900 9090,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6963&merchantid=seo-maps-IN-6963&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,"=HYPERLINK(""https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6963&merchantid=seo-maps-IN-6963&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps"", ""Visit Website"")",,,,,,"26/1, near Central Silk Board Junction, next to The Oxford, College, Bommanahalli, Bengaluru, Karnataka 560068","=HYPERLINK(""https://www.google.com/maps/place/ibis+Bengaluru+Hosur+Road/data=!4m10!3m9!1s0x3bae14bfe701bd63:0x90b37bc9353d1814!5m2!4m1!1i2!8m2!3d12.9006997!4d77.6320229!16s%2Fg%2F1tf68hc9!19sChIJY70B578UrjsRFBg9Ncl7s5A?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
Hotel O by OYO Bangalore Near Reva Circle Formerly CKA Boarding,,20,4.1,0124 433 0599,https://www.oyorooms.com/201925/?utm_source=Google&utm_medium=GMB,"=HYPERLINK(""https://www.oyorooms.com/201925/?utm_source=Google&utm_medium=GMB"", ""Visit Website"")",,https://linkedin.com/company/oyo-rooms,https://facebook.com/oyorooms,https://instagram.com/oyorooms,https://twitter.com/oyorooms,"Plot Number 19/2, Sri Sai Layout, Bellahalli Main Road, Kattigenahalli, Bengaluru, Karnataka 560064","=HYPERLINK(""https://www.google.com/maps/place/Hotel+O+by+OYO+Bangalore+Near+Reva+Circle+Formerly+CKA+Boarding/data=!4m10!3m9!1s0x3bae1995624d5d8b:0xb924c5401561d2af!5m2!4m1!1i2!8m2!3d13.1215009!4d77.6311826!16s%2Fg%2F11twjgxq84!19sChIJi11NYpUZrjsRr9JhFUDFJLk?authuser=0&hl=en&rclk=1"", ""View on Maps"")"
